id,adj_p_value,p_value,t,b,logfc,gene_symbol,gene_title
219551_at,0.86191,0.819,0.232812,-6.252023,0.037241,EAF2,ELL associated factor 2
206765_at,0.86196,0.819,0.232699,-6.252051,0.0638726,KCNJ2,potassium voltage-gated channel subfamily J member 2
207078_at,0.86215,0.82,-0.232412,-6.252119,-0.0361221,MED6,mediator complex subunit 6
221992_at,0.86239,0.82,0.232064,-6.252203,0.0762664,NPIPB15,nuclear pore complex interacting protein family member B15
203252_at,0.86251,0.82,-0.231822,-6.252261,-0.0510362,CDK2AP2,cyclin dependent kinase 2 associated protein 2
201087_at,0.86251,0.82,-0.231812,-6.252263,-0.0425079,PXN,paxillin
214459_x_at,0.86254,0.82,0.231725,-6.252284,0.064601,HLA-C,"major histocompatibility complex, class I, C"
220230_s_at,0.86275,0.82,-0.231411,-6.252359,-0.0337655,CYB5R2,cytochrome b5 reductase 2
216260_at,0.86284,0.821,0.231219,-6.252405,0.0273367,DICER1,"dicer 1, ribonuclease III"
219504_s_at,0.86284,0.821,-0.231189,-6.252412,-0.0282879,RPAP2,RNA polymerase II associated protein 2
203181_x_at,0.86284,0.821,-0.23114,-6.252423,-0.1042219,SRPK2,SRSF protein kinase 2
217366_at,0.86335,0.821,0.230446,-6.252589,0.0331402,CTNNA1P1,catenin alpha 1 pseudogene 1
214728_x_at,0.86335,0.821,-0.230401,-6.252599,-0.0709614,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
209772_s_at,0.86344,0.821,0.230235,-6.252639,0.0956238,CD24,CD24 molecule
203277_at,0.86374,0.822,-0.229819,-6.252737,-0.0499302,DFFA,DNA fragmentation factor subunit alpha
40020_at,0.86384,0.822,-0.229635,-6.252781,-0.056956,CELSR3,cadherin EGF LAG seven-pass G-type receptor 3
220228_at,0.86401,0.822,-0.229377,-6.252842,-0.02302,AP4E1,adaptor related protein complex 4 epsilon 1 subunit
203940_s_at,0.8641,0.822,0.229187,-6.252887,0.0504193,VASH1,vasohibin 1
220576_at,0.8641,0.822,0.229162,-6.252893,0.0386157,PGAP1,post-GPI attachment to proteins 1
213933_at,0.86429,0.822,-0.228867,-6.252963,-0.0346676,PTGER3,prostaglandin E receptor 3
221254_s_at,0.86488,0.823,-0.228086,-6.253147,-0.0337371,PITPNM3,PITPNM family member 3
222006_at,0.86503,0.823,-0.227824,-6.253208,-0.0358531,LETM1,leucine zipper and EF-hand containing transmembrane protein 1
204705_x_at,0.86503,0.823,0.227798,-6.253214,0.2098045,ALDOB,"aldolase, fructose-bisphosphate B"
202936_s_at,0.86511,0.823,0.227647,-6.25325,0.0840562,SOX9,SRY-box 9
209760_at,0.86586,0.824,-0.226662,-6.253481,-0.0647707,KIAA0922,KIAA0922
201566_x_at,0.8661,0.824,0.226307,-6.253564,0.0580243,ID2,"inhibitor of DNA binding 2, HLH protein"
201715_s_at,0.86636,0.825,-0.225935,-6.25365,-0.0332619,ACIN1,apoptotic chromatin condensation inducer 1
219949_at,0.86665,0.825,-0.225514,-6.253749,-0.0217471,LRRC2,leucine rich repeat containing 2
215694_at,0.86667,0.825,0.225433,-6.253767,0.0245283,SPATA5L1,spermatogenesis associated 5 like 1
200025_s_at,0.86667,0.825,0.225393,-6.253777,0.0369405,RPL27,ribosomal protein L27
32837_at,0.86669,0.825,-0.225321,-6.253793,-0.0336214,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2
205415_s_at,0.8667,0.825,-0.225258,-6.253808,-0.0388398,ATXN3,ataxin 3
207494_s_at,0.8668,0.825,-0.22508,-6.253849,-0.0370629,ZNF76,zinc finger protein 76
50965_at,0.8668,0.825,0.22503,-6.253861,0.0596057,RAB26,"RAB26, member RAS oncogene family"
204993_at,0.86693,0.825,0.224813,-6.253911,0.0807374,GNAZ,G protein subunit alpha z
210269_s_at,0.86708,0.826,-0.22457,-6.253968,-0.0355371,AKAP17A,A-kinase anchoring protein 17A
204132_s_at,0.86746,0.826,0.224049,-6.254088,0.0501333,FOXO3B///FOXO3,forkhead box O3B pseudogene///forkhead box O3
207467_x_at,0.86794,0.826,-0.223395,-6.254239,-0.0810662,CAST,calpastatin
203945_at,0.86811,0.827,-0.223129,-6.2543,-0.0543367,ARG2,arginase 2
215023_s_at,0.86856,0.827,-0.222519,-6.254441,-0.0235395,PEX1,peroxisomal biogenesis factor 1
214623_at,0.86898,0.828,-0.221908,-6.254581,-0.0325631,FBXW4P1,F-box and WD repeat domain containing 4 pseudogene 1
202267_at,0.86898,0.828,-0.221892,-6.254584,-0.16496,LAMC2,laminin subunit gamma 2
44783_s_at,0.86904,0.828,-0.221767,-6.254613,-0.067056,HEY1,hes related family bHLH transcription factor with YRPW motif 1
202581_at,0.86906,0.828,-0.221662,-6.254637,-0.1080357,HSPA1B///HSPA1A,heat shock protein family A (Hsp70) member 1B///heat shock protein family A (Hsp70) member 1A
219192_at,0.86906,0.828,-0.221649,-6.25464,-0.0569771,UBAP2,ubiquitin associated protein 2
213332_at,0.86932,0.828,-0.221265,-6.254728,-0.063601,PAPPA2,pappalysin 2
220658_s_at,0.86937,0.828,0.221153,-6.254753,0.0568621,ARNTL2,aryl hydrocarbon receptor nuclear translocator like 2
217867_x_at,0.86962,0.828,0.220796,-6.254835,0.1252126,BACE2,beta-site APP-cleaving enzyme 2
208209_s_at,0.86997,0.829,0.220296,-6.254948,0.0753926,C4BPB,complement component 4 binding protein beta
205654_at,0.86997,0.829,-0.220253,-6.254958,-0.1160583,C4BPA,complement component 4 binding protein alpha
212237_at,0.87004,0.829,0.220117,-6.254989,0.0379952,ASXL1,"additional sex combs like 1, transcriptional regulator"
203638_s_at,0.87005,0.829,-0.220047,-6.255005,-0.0937614,FGFR2,fibroblast growth factor receptor 2
204518_s_at,0.87011,0.829,-0.21987,-6.255045,-0.0676212,PPIC,peptidylprolyl isomerase C
206025_s_at,0.87011,0.829,0.219851,-6.25505,0.0412874,TNFAIP6,TNF alpha induced protein 6
202839_s_at,0.87011,0.829,0.219826,-6.255055,0.0845457,NDUFB7,NADH:ubiquinone oxidoreductase subunit B7
209167_at,0.87033,0.829,0.219493,-6.255131,0.0215033,GPM6B,glycoprotein M6B
204709_s_at,0.87035,0.83,-0.219405,-6.25515,-0.0243269,KIF23,kinesin family member 23
211149_at,0.87035,0.83,-0.219364,-6.25516,-0.0315183,UTY,"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked"
205345_at,0.87103,0.83,-0.218471,-6.255362,-0.0377881,BARD1,BRCA1 associated RING domain 1
204984_at,0.8713,0.831,0.218084,-6.255449,0.0468424,GPC4,glypican 4
208893_s_at,0.87152,0.831,0.217751,-6.255524,0.0279667,DUSP6,dual specificity phosphatase 6
213856_at,0.87159,0.831,-0.21761,-6.255555,-0.019856,CD47,CD47 molecule
210534_s_at,0.8716,0.831,-0.217556,-6.255567,-0.0252752,B9D1,B9 domain containing 1
207219_at,0.87173,0.831,-0.217335,-6.255617,-0.0253436,ZFP69B,ZFP69 zinc finger protein B
222029_x_at,0.87208,0.831,-0.216851,-6.255725,-0.0254207,MIR6834///PFDN6,microRNA 6834///prefoldin subunit 6
204569_at,0.87212,0.832,0.216754,-6.255747,0.0275769,ICK,intestinal cell (MAK-like) kinase
206361_at,0.87257,0.832,0.216137,-6.255885,0.0345298,PTGDR2,prostaglandin D2 receptor 2
219004_s_at,0.87257,0.832,0.216087,-6.255896,0.0629307,MIS18A,MIS18 kinetochore protein A
203883_s_at,0.87275,0.832,0.21581,-6.255958,0.0294957,RAB11FIP2,RAB11 family interacting protein 2
213180_s_at,0.87286,0.832,0.215573,-6.25601,0.042119,GOSR2,golgi SNAP receptor complex member 2
210655_s_at,0.87286,0.832,-0.215565,-6.256012,-0.0256619,FOXO3B///FOXO3,forkhead box O3B pseudogene///forkhead box O3
214931_s_at,0.87289,0.833,0.215486,-6.25603,0.0290474,SRPK2,SRSF protein kinase 2
202715_at,0.87327,0.833,0.214952,-6.256149,0.0477205,CAD,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"
218845_at,0.87346,0.833,-0.214668,-6.256211,-0.048084,DUSP22,dual specificity phosphatase 22
213610_s_at,0.87361,0.833,-0.214379,-6.256275,-0.032774,PHOSPHO2-KLHL23///KLHL23,PHOSPHO2-KLHL23 readthrough///kelch like family member 23
202564_x_at,0.87361,0.833,0.214365,-6.256279,0.0339412,ARL2,ADP ribosylation factor like GTPase 2
202866_at,0.87361,0.833,-0.214332,-6.256286,-0.0268419,DNAJB12,DnaJ heat shock protein family (Hsp40) member B12
203648_at,0.87369,0.834,-0.21417,-6.256322,-0.037259,TATDN2,TatD DNase domain containing 2
203166_at,0.87396,0.834,0.213784,-6.256407,0.0956798,CFDP1,craniofacial development protein 1
201909_at,0.87409,0.834,-0.213576,-6.256453,-0.2627881,RPS4Y1,"ribosomal protein S4, Y-linked 1"
207030_s_at,0.87417,0.834,-0.213421,-6.256487,-0.102864,CSRP2,cysteine and glycine rich protein 2
211574_s_at,0.87428,0.834,-0.213208,-6.256534,-0.0316586,CD46,CD46 molecule
217985_s_at,0.87428,0.834,0.21318,-6.25654,0.0723312,BAZ1A,bromodomain adjacent to zinc finger domain 1A
220565_at,0.87455,0.835,-0.212795,-6.256625,-0.0389093,CCR10,C-C motif chemokine receptor 10
206014_at,0.87473,0.835,0.212524,-6.256684,0.0406802,ACTL6B,actin like 6B
203480_s_at,0.87477,0.835,-0.212413,-6.256708,-0.0358386,OTUD4,OTU deubiquitinase 4
210023_s_at,0.87481,0.835,-0.212312,-6.25673,-0.0308567,PCGF1,polycomb group ring finger 1
220103_s_at,0.87489,0.835,-0.212169,-6.256762,-0.0217617,MRPS18C,mitochondrial ribosomal protein S18C
201764_at,0.875,0.835,0.211982,-6.256803,0.057266,TMEM106C,transmembrane protein 106C
216548_x_at,0.87514,0.835,-0.211756,-6.256852,-0.0301736,HMGB3P1,high mobility group box 3 pseudogene 1
214435_x_at,0.87521,0.835,-0.211617,-6.256882,-0.1384583,RALA,RALA Ras like proto-oncogene A
201874_at,0.87522,0.836,-0.211548,-6.256898,-0.0515548,MPZL1,myelin protein zero like 1
215646_s_at,0.87539,0.836,-0.211286,-6.256955,-0.0238983,VCAN,versican
211262_at,0.87543,0.836,-0.211175,-6.256979,-0.0427507,PCSK6,proprotein convertase subtilisin/kexin type 6
201539_s_at,0.87543,0.836,-0.21113,-6.256989,-0.024026,FHL1,four and a half LIM domains 1
201058_s_at,0.876,0.836,0.210368,-6.257154,0.0631157,MYL9,myosin light chain 9
201171_at,0.8762,0.837,-0.210069,-6.257219,-0.023476,ATP6V0E1,ATPase H+ transporting V0 subunit e1
204553_x_at,0.87625,0.837,-0.209959,-6.257243,-0.0297383,INPP4A,inositol polyphosphate-4-phosphatase type I A
218485_s_at,0.87627,0.837,0.209879,-6.257261,0.0368181,SLC35C1,solute carrier family 35 member C1
220735_s_at,0.87634,0.837,-0.209739,-6.257291,-0.0189379,SENP7,SUMO1/sentrin specific peptidase 7
215359_x_at,0.87637,0.837,0.209648,-6.257311,0.058514,LOC101060181///ZNF44,zinc finger protein ZnFP12///zinc finger protein 44
212493_s_at,0.87642,0.837,-0.209541,-6.257334,-0.0526057,SETD2,SET domain containing 2
209938_at,0.8766,0.837,0.209249,-6.257397,0.0222145,TADA2A,transcriptional adaptor 2A
210183_x_at,0.8766,0.837,0.209206,-6.257406,0.0520183,PNN,"pinin, desmosome associated protein"
201667_at,0.87672,0.838,0.208982,-6.257454,0.1493471,GJA1,gap junction protein alpha 1
213720_s_at,0.87672,0.838,0.208953,-6.257461,0.0691319,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
213746_s_at,0.87686,0.838,-0.20873,-6.257509,-0.0647571,FLNA,filamin A
208835_s_at,0.87688,0.838,-0.208657,-6.257525,-0.2041774,LUC7L3,LUC7 like 3 pre-mRNA splicing factor
221877_at,0.87699,0.838,0.208461,-6.257567,0.0416657,IRGQ,immunity related GTPase Q
217788_s_at,0.87713,0.838,0.2082,-6.257623,0.0868364,GALNT2,polypeptide N-acetylgalactosaminyltransferase 2
215075_s_at,0.87713,0.838,-0.208148,-6.257634,-0.0478488,GRB2,growth factor receptor bound protein 2
202275_at,0.87713,0.838,-0.208135,-6.257637,-0.0617019,G6PD,glucose-6-phosphate dehydrogenase
217632_at,0.87736,0.838,0.207801,-6.257708,0.02041,GNL3L,G protein nucleolar 3 like
209289_at,0.87756,0.839,-0.207501,-6.257773,-0.1099543,NFIB,nuclear factor I B
219760_at,0.87764,0.839,0.207346,-6.257806,0.0440517,LIN7B,"lin-7 homolog B, crumbs cell polarity complex component"
214723_x_at,0.87775,0.839,-0.207152,-6.257847,-0.0764752,ANKRD36,ankyrin repeat domain 36
204788_s_at,0.87804,0.839,-0.206745,-6.257934,-0.0416019,PPOX,protoporphyrinogen oxidase
219034_at,0.87827,0.839,-0.206407,-6.258007,-0.0349876,PARP16,poly(ADP-ribose) polymerase family member 16
219555_s_at,0.87837,0.84,0.206233,-6.258044,0.0299076,CENPN,centromere protein N
204406_at,0.8784,0.84,-0.206142,-6.258063,-0.0272981,FLT1,fms related tyrosine kinase 1
215673_at,0.87849,0.84,-0.205977,-6.258098,-0.0213602,TEF,"TEF, PAR bZIP transcription factor"
47560_at,0.87858,0.84,0.205807,-6.258134,0.036985,ADGRL1,adhesion G protein-coupled receptor L1
212981_s_at,0.87908,0.84,0.205118,-6.25828,0.0825329,LOC100294033///TCAF1,protein FAM115A-like///TRPM8 channel associated factor 1
200974_at,0.87908,0.841,-0.205081,-6.258288,-0.0510102,ACTA2,"actin, alpha 2, smooth muscle, aorta"
215977_x_at,0.87908,0.841,0.204959,-6.258314,0.0488148,GK,glycerol kinase
213618_at,0.87908,0.841,0.204891,-6.258328,0.0691093,ARAP2,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"
205677_s_at,0.87908,0.841,0.204872,-6.258332,0.0465126,DLEU1,deleted in lymphocytic leukemia 1
208747_s_at,0.87908,0.841,-0.204794,-6.258349,-0.1134907,C1S,"complement component 1, s subcomponent"
200092_s_at,0.87908,0.841,-0.204784,-6.258351,-0.0328476,RPL37,ribosomal protein L37
204723_at,0.87908,0.841,0.204783,-6.258351,0.0524652,SCN3B,sodium voltage-gated channel beta subunit 3
207386_at,0.87937,0.841,-0.204368,-6.258439,-0.0274517,CYP7B1,cytochrome P450 family 7 subfamily B member 1
208282_x_at,0.87938,0.841,-0.204298,-6.258454,-0.0209343,DAZ4///DAZ2///DAZ3///DAZ1,deleted in azoospermia 4///deleted in azoospermia 2///deleted in azoospermia 3///deleted in azoospermia 1
203577_at,0.87941,0.841,0.20418,-6.258478,0.0372471,GTF2H4,general transcription factor IIH subunit 4
206636_at,0.87941,0.841,-0.204153,-6.258484,-0.0389536,RASA2,RAS p21 protein activator 2
205323_s_at,0.87964,0.841,-0.203821,-6.258554,-0.0214324,MTF1,metal regulatory transcription factor 1
202217_at,0.87983,0.842,-0.203527,-6.258616,-0.037049,C21orf33,chromosome 21 open reading frame 33
208695_s_at,0.88015,0.842,-0.203082,-6.258709,-0.021781,RPL39,ribosomal protein L39
202672_s_at,0.88024,0.842,-0.202916,-6.258744,-0.1337012,ATF3,activating transcription factor 3
206919_at,0.88063,0.843,-0.202379,-6.258856,-0.0322179,ELK4,"ELK4, ETS transcription factor"
211974_x_at,0.88063,0.843,-0.202321,-6.258869,-0.0283217,RBPJ,recombination signal binding protein for immunoglobulin kappa J region
202643_s_at,0.88095,0.843,-0.201878,-6.258961,-0.1119545,TNFAIP3,TNF alpha induced protein 3
203554_x_at,0.88103,0.843,0.201728,-6.258992,0.0282757,PTTG1,pituitary tumor-transforming 1
206303_s_at,0.88106,0.843,0.201632,-6.259012,0.0368524,NUDT4P1///NUDT4P2///NUDT4,nudix hydrolase 4 pseudogene 1///nudix hydrolase 4 pseudogene 2///nudix hydrolase 4
219701_at,0.88124,0.843,-0.201358,-6.259069,-0.0174552,TMOD2,tropomodulin 2
204359_at,0.88126,0.843,-0.201289,-6.259084,-0.1203138,LOC100506718///FLRT2,uncharacterized LOC100506718///fibronectin leucine rich transmembrane protein 2
205479_s_at,0.88133,0.844,0.201149,-6.259113,0.0867071,PLAU,"plasminogen activator, urokinase"
215074_at,0.88156,0.844,0.200808,-6.259183,0.0199933,MYO1B,myosin IB
206219_s_at,0.88163,0.844,-0.200623,-6.259222,-0.0267098,VAV1,vav guanine nucleotide exchange factor 1
219327_s_at,0.88163,0.844,0.200615,-6.259223,0.0340917,GPRC5C,G protein-coupled receptor class C group 5 member C
205339_at,0.88184,0.844,0.200286,-6.259291,0.0260657,STIL,SCL/TAL1 interrupting locus
212876_at,0.88184,0.844,0.200254,-6.259298,0.0615769,B4GALT4,"beta-1,4-galactosyltransferase 4"
211370_s_at,0.88204,0.844,-0.19995,-6.259361,-0.0253998,MAP2K5,mitogen-activated protein kinase kinase 5
219925_at,0.88205,0.844,0.199878,-6.259376,0.0228931,ZMYM6,zinc finger MYM-type containing 6
207855_s_at,0.88214,0.845,0.199714,-6.25941,0.0681164,CLCC1,chloride channel CLIC like 1
217735_s_at,0.88215,0.845,-0.199649,-6.259423,-0.035075,EIF2AK1,eukaryotic translation initiation factor 2 alpha kinase 1
208727_s_at,0.88215,0.845,-0.199602,-6.259433,-0.0705024,CDC42,cell division cycle 42
205534_at,0.88215,0.845,-0.199552,-6.259443,-0.0339557,PCDH7,protocadherin 7
216466_at,0.88235,0.845,0.199253,-6.259504,0.0321174,NAV3,neuron navigator 3
210077_s_at,0.88254,0.845,-0.198958,-6.259565,-0.0230231,SRSF5,serine and arginine rich splicing factor 5
220376_at,0.88269,0.845,-0.198722,-6.259614,-0.0163819,LRRC19,leucine rich repeat containing 19
216945_x_at,0.88272,0.845,-0.198636,-6.259631,-0.0259371,PASK,PAS domain containing serine/threonine kinase
204805_s_at,0.88286,0.846,-0.198403,-6.259679,-0.0581186,H1FX,H1 histone family member X
206170_at,0.8829,0.846,0.198243,-6.259712,0.0781862,ADRB2,adrenoceptor beta 2
211998_at,0.8829,0.846,0.198208,-6.259719,0.0717495,MIR4738///H3F3B///H3F3A,"microRNA 4738///H3 histone, family 3B///H3 histone, family 3A"
215351_at,0.8829,0.846,-0.19816,-6.259729,-0.0230955,RTCA,RNA 3'-terminal phosphate cyclase
219281_at,0.88315,0.846,0.197749,-6.259813,0.0355938,MSRA,methionine sulfoxide reductase A
212890_at,0.88315,0.846,0.197735,-6.259815,0.0786176,SLC38A10,solute carrier family 38 member 10
213609_s_at,0.88316,0.846,-0.19767,-6.259829,-0.0468881,SEZ6L,seizure related 6 homolog like
209975_at,0.88326,0.846,-0.197499,-6.259864,-0.0590957,CYP2E1,cytochrome P450 family 2 subfamily E member 1
211928_at,0.88334,0.846,0.197342,-6.259896,0.0778576,DYNC1H1,dynein cytoplasmic 1 heavy chain 1
218851_s_at,0.88343,0.847,-0.197146,-6.259936,-0.0196948,SFT2D3///WDR33,SFT2 domain containing 3///WD repeat domain 33
201236_s_at,0.88343,0.847,-0.197132,-6.259938,-0.106709,BTG2,BTG anti-proliferation factor 2
219330_at,0.88359,0.847,0.196881,-6.259989,0.0463243,VANGL1,VANGL planar cell polarity protein 1
220520_s_at,0.88392,0.847,-0.196408,-6.260086,-0.0239148,NUP62CL,nucleoporin 62 C-terminal like
64408_s_at,0.88411,0.847,-0.196123,-6.260143,-0.044546,CALML4,calmodulin like 4
211801_x_at,0.88414,0.847,0.196014,-6.260165,0.0432929,MFN1,mitofusin 1
221985_at,0.88414,0.847,0.195983,-6.260172,0.0396974,KLHL24,kelch like family member 24
213503_x_at,0.88416,0.848,-0.195912,-6.260186,-0.0782476,ANXA2,annexin A2
210519_s_at,0.88451,0.848,-0.195417,-6.260286,-0.059155,NQO1,NAD(P)H quinone dehydrogenase 1
221922_at,0.88452,0.848,-0.195357,-6.260298,-0.0251,GPSM2,G-protein signaling modulator 2
201056_at,0.88461,0.848,0.195187,-6.260332,0.0355798,GOLGB1,golgin B1
203831_at,0.88482,0.848,0.194879,-6.260394,0.0269105,R3HDM2,R3H domain containing 2
214007_s_at,0.88493,0.849,0.194647,-6.260441,0.0403748,TWF1,twinfilin actin binding protein 1
213557_at,0.88493,0.849,-0.19464,-6.260442,-0.03224,CDK12,cyclin dependent kinase 12
210721_s_at,0.885,0.849,0.1945,-6.260471,0.0192167,PAK5,p21 (RAC1) activated kinase 5
208025_s_at,0.88515,0.849,0.194254,-6.26052,0.0361255,HMGA2,high mobility group AT-hook 2
202202_s_at,0.88515,0.849,0.194203,-6.26053,0.0512055,LAMA4,laminin subunit alpha 4
205952_at,0.88554,0.849,0.193667,-6.260638,0.069395,KCNK3,potassium two pore domain channel subfamily K member 3
210801_at,0.88556,0.849,-0.193584,-6.260654,-0.017725,DIMT1,DIM1 dimethyladenosine transferase 1 homolog
201856_s_at,0.88573,0.85,-0.193323,-6.260706,-0.045741,ZFR,zinc finger RNA binding protein
37802_r_at,0.88583,0.85,0.193153,-6.26074,0.016595,FAM63B,family with sequence similarity 63 member B
201271_s_at,0.88584,0.85,0.193087,-6.260753,0.053545,RALY,RALY heterogeneous nuclear ribonucleoprotein
207356_at,0.88593,0.85,-0.192916,-6.260788,-0.1023893,DEFB4B///DEFB4A,defensin beta 4B///defensin beta 4A
215038_s_at,0.88622,0.85,0.192511,-6.260868,0.0374612,SETD2,SET domain containing 2
220549_at,0.88628,0.85,0.192367,-6.260897,0.0173798,FSBP///RAD54B,fibrinogen silencer binding protein///RAD54 homolog B (S. cerevisiae)
210094_s_at,0.88628,0.85,-0.19233,-6.260904,-0.0821598,PARD3,par-3 family cell polarity regulator
205383_s_at,0.88631,0.85,0.192243,-6.260921,0.0805481,ZBTB20,zinc finger and BTB domain containing 20
200971_s_at,0.88656,0.851,-0.191776,-6.261014,-0.0649829,SERP1,stress-associated endoplasmic reticulum protein 1
201085_s_at,0.88725,0.851,-0.190856,-6.261196,-0.0949017,SON,SON DNA binding protein
207920_x_at,0.88725,0.851,-0.190812,-6.261204,-0.030474,ZFX,"zinc finger protein, X-linked"
213782_s_at,0.88729,0.852,-0.190707,-6.261225,-0.020845,MYOZ2,myozenin 2
217547_x_at,0.88737,0.852,-0.190552,-6.261256,-0.0161326,ZNF675,zinc finger protein 675
201253_s_at,0.88756,0.852,-0.190266,-6.261312,-0.0442362,CDIPT,CDP-diacylglycerol--inositol 3-phosphatidyltransferase
201992_s_at,0.88765,0.852,-0.190099,-6.261345,-0.0503255,KIF5B,kinesin family member 5B
221552_at,0.88797,0.852,0.189597,-6.261443,0.0314748,ABHD6,abhydrolase domain containing 6
205869_at,0.88797,0.852,-0.189595,-6.261443,-0.1362929,PRSS2///PRSS1,"protease, serine 2///protease, serine 1"
208054_at,0.88823,0.853,-0.189213,-6.261518,-0.018064,HERC4,HECT and RLD domain containing E3 ubiquitin protein ligase 4
204174_at,0.88845,0.853,0.188897,-6.26158,0.0273945,ALOX5AP,arachidonate 5-lipoxygenase activating protein
218504_at,0.88862,0.853,0.188632,-6.261632,0.0425976,FAHD2A,fumarylacetoacetate hydrolase domain containing 2A
210636_at,0.88866,0.853,-0.188514,-6.261654,-0.0275005,PPARD,peroxisome proliferator activated receptor delta
214099_s_at,0.88866,0.853,0.188471,-6.261663,0.0352874,LOC101930416///LOC101929792///LOC100996724///PDE4DIP,myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein
208296_x_at,0.88877,0.853,0.188235,-6.261709,0.0934793,TNFAIP8,TNF alpha induced protein 8
206546_at,0.88877,0.853,-0.188232,-6.261709,-0.0148036,SYCP2,synaptonemal complex protein 2
201069_at,0.88887,0.854,0.188062,-6.261742,0.043171,MMP2,matrix metallopeptidase 2
204112_s_at,0.88888,0.854,-0.187921,-6.26177,-0.0950095,HNMT,histamine N-methyltransferase
203644_s_at,0.88888,0.854,-0.187917,-6.261771,-0.0304705,MON1B,"MON1 homolog B, secretory trafficking associated"
205165_at,0.88888,0.854,-0.187884,-6.261777,-0.0403717,CELSR3,cadherin EGF LAG seven-pass G-type receptor 3
204640_s_at,0.88895,0.854,-0.187754,-6.261802,-0.0347067,SPOP,speckle type BTB/POZ protein
210012_s_at,0.88913,0.854,0.187473,-6.261857,0.0224498,EWSR1,EWS RNA binding protein 1
208498_s_at,0.88913,0.854,0.187424,-6.261866,0.2001412,ACTG1P4///AMY2B///AMY2A///AMY1C///AMY1B///AMY1A,"actin gamma 1 pseudogene 4///amylase, alpha 2B (pancreatic)///amylase, alpha 2A (pancreatic)///amylase, alpha 1C (salivary)///amylase, alpha 1B (salivary)///amylase, alpha 1A (salivary)"
209497_s_at,0.88961,0.855,-0.186666,-6.262012,-0.0412683,RBM4B,RNA binding motif protein 4B
203292_s_at,0.88961,0.855,0.186638,-6.262018,0.0273257,VPS11,"VPS11, CORVET/HOPS core subunit"
204622_x_at,0.88961,0.855,0.186636,-6.262018,0.054351,NR4A2,nuclear receptor subfamily 4 group A member 2
202695_s_at,0.88961,0.855,0.18662,-6.262021,0.0572774,STK17A,serine/threonine kinase 17a
203867_s_at,0.88987,0.855,0.186235,-6.262095,0.0543071,NLE1,notchless homolog 1
203821_at,0.88997,0.855,-0.186061,-6.262129,-0.0705245,HBEGF,heparin binding EGF like growth factor
204757_s_at,0.89023,0.855,-0.185674,-6.262203,-0.0195195,C2CD2L,C2CD2 like
208064_s_at,0.89023,0.855,0.185628,-6.262212,0.0311664,ST8SIA3,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3"
208816_x_at,0.89028,0.856,-0.185521,-6.262233,-0.0700102,ANXA2P2,annexin A2 pseudogene 2
212660_at,0.8908,0.856,-0.184821,-6.262366,-0.04735,JADE2,jade family PHD finger 2
214706_at,0.89095,0.856,-0.184582,-6.262412,-0.0180505,ZNF200,zinc finger protein 200
91816_f_at,0.89105,0.856,-0.184397,-6.262447,-0.0265483,MEX3D,mex-3 RNA binding family member D
221104_s_at,0.89113,0.856,0.184253,-6.262475,0.026359,NIPSNAP3B,nipsnap homolog 3B
218751_s_at,0.89189,0.857,-0.18325,-6.262665,-0.0373933,FBXW7,F-box and WD repeat domain containing 7
220502_s_at,0.8919,0.857,-0.183177,-6.262679,-0.0159436,SLC13A1,solute carrier family 13 member 1
213527_s_at,0.89195,0.857,-0.183063,-6.262701,-0.038659,ZNF688,zinc finger protein 688
219950_s_at,0.89205,0.858,-0.182895,-6.262732,-0.0381238,TIAM2,T-cell lymphoma invasion and metastasis 2
205791_x_at,0.89231,0.858,-0.18249,-6.262809,-0.0272007,ZNF230,zinc finger protein 230
217752_s_at,0.89231,0.858,-0.182455,-6.262815,-0.0553633,CNDP2,CNDP dipeptidase 2 (metallopeptidase M20 family)
202270_at,0.89251,0.858,-0.182165,-6.26287,-0.0792314,GBP1,guanylate binding protein 1
203155_at,0.89264,0.858,0.181942,-6.262912,0.0542645,SETDB1,SET domain bifurcated 1
216950_s_at,0.89274,0.858,-0.181772,-6.262944,-0.0289162,FCGR1CP///FCGR1B///FCGR1A,"Fc fragment of IgG receptor Ic, pseudogene///Fc fragment of IgG receptor Ib///Fc fragment of IgG receptor Ia"
221735_at,0.89305,0.859,0.181324,-6.263028,0.0365602,WDR48,WD repeat domain 48
206066_s_at,0.8933,0.859,0.18096,-6.263096,0.0252683,RAD51C,RAD51 paralog C
209624_s_at,0.89349,0.859,0.180678,-6.263148,0.020276,MCCC2,methylcrotonoyl-CoA carboxylase 2
53912_at,0.89357,0.859,-0.180526,-6.263177,-0.0190064,SNX11,sorting nexin 11
218246_at,0.89369,0.86,-0.18032,-6.263215,-0.02923,MUL1,mitochondrial E3 ubiquitin protein ligase 1
